Crash.ID,State,Month,Year,Dayweek,Time,Crash.Type,Bus.Involvement,Heavy.Rigid.Truck.Involvement,Articulated.Truck.Involvement,Speed.Limit,Road.User,Gender,Age,National.Remoteness.Areas,SA4.Name.2016,National.LGA.Name.2017,National.Road.Type,Christmas.Period,Easter.Period,Age.Group,Day.of.week,TimeOfDay,NumberOfAccidents
20182186,Vic,10,2018,Friday,17:45,Single,No,No,No,60,Other/-9,Female,86,Major Cities of Australia,Melbourne - Inner,Moonee Valley (C),Collector Road,No,No,75_or_older,Weekday,Day,1
20182164,Vic,10,2018,Wednesday,14:45,Multiple,No,No,No,80,Driver,Male,42,Major Cities of Australia,Melbourne - North West,Hume (C),National or State Highway,No,No,40_to_64,Weekday,Day,1
20182080,Vic,9,2018,Saturday,22:49,Single,No,No,No,80,Driver,Male,20,Inner Regional Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,17_to_25,Weekend,Night,1
20186002,Tas,9,2018,Friday,1:54,Multiple,No,No,No,60,Driver,Male,48,Inner Regional Australia,Launceston and North East,Launceston (C),Collector Road,No,No,40_to_64,Weekday,Night,1
20185028,WA,9,2018,Sunday,10:20,Multiple,No,No,No,110,Motorcycle rider,Male,74,Remote Australia,Western Australia - Outback (South),Carnamah (S),National or State Highway,No,No,65_to_74,Weekend,Day,1
20185062,WA,9,2018,Monday,16:34,Multiple,No,Yes,No,90,Driver,Female,21,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale (S),National or State Highway,No,No,17_to_25,Weekday,Day,1
20183211,Qld,9,2018,Friday,13:00,Multiple,No,No,No,100,Driver,Male,52,Inner Regional Australia,Wide Bay,Bundaberg (R),Local Road,No,No,40_to_64,Weekday,Day,1
20181055,NSW,8,2018,Saturday,18:20,Multiple,No,No,No,100,Passenger,Male,22,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,Local Road,No,No,17_to_25,Weekend,Night,1
20181183,NSW,8,2018,Monday,19:20,Multiple,No,No,No,80,Driver,Female,24,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,17_to_25,Weekday,Night,1
20185003,WA,8,2018,Monday,13:50,Multiple,No,No,No,70,Passenger,Female,88,Major Cities of Australia,Perth - North East,Swan (C),Arterial Road,No,No,75_or_older,Weekday,Day,1
20186023,Tas,8,2018,Friday,10:00,Multiple,No,Yes,No,100,Driver,Male,56,Outer Regional Australia,Launceston and North East,West Tamar (M),Arterial Road,No,No,40_to_64,Weekday,Day,1
20181318,NSW,8,2018,Monday,11:12,Single,No,No,No,70,Pedestrian,Male,82,Major Cities of Australia,Sydney - Inner South West,Georges River,National or State Highway,No,No,75_or_older,Weekday,Day,1
20183175,Qld,7,2018,Sunday,20:00,Single,No,No,No,100,Passenger,Male,25,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,17_to_25,Weekend,Night,1
20188003,ACT,7,2018,Saturday,9:30,Multiple,No,Yes,No,80,Passenger,Male,4,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway,No,No,0_to_16,Weekend,Day,1
20185058,WA,7,2018,Thursday,8:43,Multiple,No,No,No,60,Motorcycle rider,Female,26,Major Cities of Australia,Perth - North West,Wanneroo (C),National or State Highway,No,No,26_to_39,Weekday,Day,1
20181131,NSW,7,2018,Thursday,17:10,Multiple,No,No,No,60,Driver,Male,73,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,65_to_74,Weekday,Day,1
20183113,Qld,6,2018,Thursday,4:00,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,Central Queensland,Rockhampton (R),National or State Highway,No,No,17_to_25,Weekday,Night,1
20181268,NSW,6,2018,Wednesday,17:35,Multiple,No,No,No,90,Driver,Male,22,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,17_to_25,Weekday,Day,1
20181274,NSW,6,2018,Wednesday,12:57,Single,No,No,No,100,Motorcycle rider,Male,71,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road,No,No,65_to_74,Weekday,Day,1
20185128,WA,6,2018,Wednesday,11:26,Multiple,No,No,No,60,Driver,Female,91,Major Cities of Australia,Perth - Inner,Cambridge (T),Arterial Road,No,No,75_or_older,Weekday,Day,1
20182001,Vic,5,2018,Wednesday,21:00,Single,No,No,No,100,Driver,Male,30,Inner Regional Australia,Bendigo,Greater Bendigo (C),Local Road,No,No,26_to_39,Weekday,Night,1
20182175,Vic,5,2018,Thursday,11:40,Multiple,No,No,No,60,Driver,Male,83,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Local Road,No,No,75_or_older,Weekday,Day,1
20181134,NSW,5,2018,Tuesday,7:50,Multiple,No,Yes,No,60,Driver,Female,43,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
20181080,NSW,5,2018,Monday,7:55,Single,No,Yes,No,40,Pedestrian,Male,31,Major Cities of Australia,Sydney - City and Inner South,Sydney,Access road,No,No,26_to_39,Weekday,Day,1
20182011,Vic,4,2018,Saturday,1:11,Multiple,No,No,No,80,Passenger,Male,38,Major Cities of Australia,Melbourne - Outer East,Knox (C),Arterial Road,No,No,26_to_39,Weekend,Night,1
20187020,NT,4,2018,Saturday,9:04,Single,No,No,No,110,Driver,Male,28,Very Remote Australia,Northern Territory - Outback,Barkly (R),Access road,No,No,26_to_39,Weekend,Day,1
20182052,Vic,4,2018,Wednesday,10:15,Multiple,No,No,No,100,Motorcycle rider,Male,51,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Sub-arterial Road,No,No,40_to_64,Weekday,Day,1
20181081,NSW,4,2018,Friday,7:39,Single,No,No,No,50,Pedestrian,Male,79,Major Cities of Australia,Sydney - Inner South West,Georges River,Local Road,No,No,75_or_older,Weekday,Day,1
20181034,NSW,3,2018,Friday,18:55,Multiple,No,No,Yes,50,Driver,Male,87,Inner Regional Australia,Richmond - Tweed,Richmond Valley,National or State Highway,No,No,75_or_older,Weekend,Night,1
20187018,NT,3,2018,Saturday,12:40,Single,No,No,No,110,Other/-9,Female,28,Remote Australia,Northern Territory - Outback,West Arnhem (R),Arterial Road,No,Yes,26_to_39,Weekend,Day,1
20186013,Tas,3,2018,Thursday,15:05,Single,No,No,No,40,Motorcycle rider,Male,25,Outer Regional Australia,West and North West,Circular Head (M),Local Road,No,No,17_to_25,Weekday,Day,1
20181251,NSW,3,2018,Friday,16:50,Multiple,No,No,Yes,110,Driver,Male,46,Inner Regional Australia,Central Coast,Central Coast,National or State Highway,No,No,40_to_64,Weekday,Day,1
20182091,Vic,3,2018,Friday,14:00,Single,No,No,No,60,Pedestrian,Male,81,Major Cities of Australia,Melbourne - North East,Nillumbik (S),Arterial Road,No,No,75_or_older,Weekday,Day,1
20181200,NSW,2,2018,Sunday,4:20,Single,No,No,No,100,Driver,Male,19,Outer Regional Australia,Central West,Forbes,Arterial Road,No,No,17_to_25,Weekend,Night,1
20183118,Qld,2,2018,Saturday,7:00,Single,No,No,No,80,Passenger,Female,37,Very Remote Australia,Queensland - Outback,Cook (S),Local Road,No,No,26_to_39,Weekend,Day,1
20183187,Qld,2,2018,Thursday,6:00,Multiple,No,No,No,80,Driver,Male,28,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-arterial Road,No,No,26_to_39,Weekday,Day,1
20181118,NSW,2,2018,Friday,19:55,Single,No,No,No,50,Pedestrian,Male,18,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road,No,No,17_to_25,Weekend,Night,1
20181004,NSW,1,2018,Saturday,14:15,Single,No,No,No,100,Driver,Male,39,Outer Regional Australia,Far West and Orana,Warrumbungle,Sub-arterial Road,No,No,26_to_39,Weekend,Day,1
20181262,NSW,1,2018,Tuesday,12:30,Multiple,No,No,Yes,110,Driver,Female,19,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,17_to_25,Weekday,Day,1
20181195,NSW,1,2018,Monday,14:15,Multiple,No,Yes,Yes,100,Driver,Male,48,Outer Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,40_to_64,Weekday,Day,1
20181218,NSW,1,2018,Friday,21:27,Single,No,No,No,50,Pedestrian,Male,43,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Local Road,No,No,40_to_64,Weekend,Night,1
20171203,NSW,12,2017,Sunday,20:55,Multiple,No,No,No,50,Motorcycle rider,Male,22,Major Cities of Australia,Sydney - Inner South West,Bayside,Collector Road,No,No,17_to_25,Weekend,Night,1
20172093,Vic,12,2017,Thursday,0:25,Multiple,No,No,No,60,Driver,Male,41,Major Cities of Australia,Melbourne - North East,Darebin (C),Sub-arterial Road,No,No,40_to_64,Weekday,Night,1
20172195,Vic,12,2017,Sunday,19:34,Multiple,No,No,No,70,Driver,Male,35,Major Cities of Australia,Melbourne - West,Wyndham (C),Sub-arterial Road,Yes,No,26_to_39,Weekend,Night,1
20172120,Vic,12,2017,Tuesday,10:50,Multiple,No,No,No,100,Driver,Male,52,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Sub-arterial Road,Yes,No,40_to_64,Weekday,Day,1
20175151,WA,12,2017,Friday,11:50,Single,No,No,No,50,Pedestrian,Female,93,Major Cities of Australia,Perth - South East,Kalamunda (C),Local Road,No,No,75_or_older,Weekday,Day,1
20175142,WA,12,2017,Tuesday,15:25,Multiple,No,No,No,100,Driver,Female,81,Major Cities of Australia,Perth - North West,Joondalup (C),National or State Highway,Yes,No,75_or_older,Weekday,Day,1
20175078,WA,11,2017,Friday,4:04,Multiple,No,Yes,Yes,90,Driver,Male,34,Inner Regional Australia,Mandurah,Murray (S),Arterial Road,No,No,26_to_39,Weekday,Night,1
20177020,NT,11,2017,Sunday,14:00,Single,No,No,No,80,Motorcycle rider,Male,59,Outer Regional Australia,Darwin,Litchfield (M),Local Road,No,No,40_to_64,Weekend,Day,1
20172132,Vic,11,2017,Wednesday,14:50,Multiple,No,No,Yes,100,Driver,Female,35,Outer Regional Australia,Warrnambool and South West,Glenelg (S),Arterial Road,No,No,26_to_39,Weekday,Day,1
20171315,NSW,10,2017,Tuesday,15:10,Multiple,No,Yes,No,100,Driver,Male,29,Inner Regional Australia,New England and North West,Tamworth Regional,National or State Highway,No,No,26_to_39,Weekday,Day,1
20174049,SA,10,2017,Sunday,21:20,Single,No,No,No,60,Pedestrian,Male,47,Major Cities of Australia,Adelaide - Central and Hills,Prospect (C),Arterial Road,No,No,40_to_64,Weekend,Night,1
20171199,NSW,9,2017,Saturday,2:40,Single,No,No,No,50,Passenger,Female,22,Major Cities of Australia,Sydney - City and Inner South,Sydney,Collector Road,No,No,17_to_25,Weekend,Night,1
20171164,NSW,9,2017,Wednesday,5:03,Multiple,No,No,Yes,110,Passenger,Male,40,Inner Regional Australia,Southern Highlands and Shoalhaven,Wingecarribee,National or State Highway,No,No,40_to_64,Weekday,Night,1
20171179,NSW,9,2017,Monday,7:40,Single,No,No,No,80,Driver,Female,77,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,75_or_older,Weekday,Day,1
20172215,Vic,9,2017,Monday,17:50,Multiple,No,No,Yes,100,Driver,Male,44,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),National or State Highway,No,No,40_to_64,Weekday,Day,1
20171272,NSW,9,2017,Thursday,9:54,Single,No,No,No,40,Pedestrian,Female,78,Major Cities of Australia,Illawarra,Shellharbour,Collector Road,No,No,75_or_older,Weekday,Day,1
20172109,Vic,8,2017,Friday,18:30,Multiple,No,No,No,60,Passenger,Female,87,Major Cities of Australia,Melbourne - North East,Darebin (C),Sub-arterial Road,No,No,75_or_older,Weekend,Night,1
20171319,NSW,8,2017,Saturday,11:01,Single,No,No,No,90,Driver,Male,24,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,17_to_25,Weekend,Day,1
20171161,NSW,8,2017,Monday,8:55,Single,No,No,No,100,Driver,Female,75,Outer Regional Australia,Mid North Coast,Kempsey,Arterial Road,No,No,75_or_older,Weekday,Day,1
20171252,NSW,8,2017,Friday,14:43,Multiple,No,Yes,No,100,Driver,Male,47,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,40_to_64,Weekday,Day,1
